"year","month","day","hour","windspeed_10m","temperature","radiation_direct_horizontal","radiation_diffuse_horizontal","load_entsoe_power_statistics","load_entsoe_transparency","solar_generation_actual","wind_onshore_generation_actual"
2016,6,24,9,3.31,26.642,690.51306254,93.2531374597,9641,8409,483,414
2016,6,24,10,3.35,27.628,778.666308401,97.6696915991,9260,8142,505,539
2016,6,24,11,3.32,28.387,820.146028644,101.809071356,9102,7983,505,584
2016,6,24,12,3.24,28.891,813.402896563,105.109403437,8886,7805,484,558
2016,6,24,13,3.16,29.117,755.917211055,108.480188945,8803,7685,439,500
2016,6,24,14,3.05,29.046,647.193785879,113.882514121,8817,7657,373,417
2016,6,24,15,2.92,28.657,492.206256495,123.096243505,8905,7732,283,318
2016,6,24,16,2.73,28.089,314.470009155,131.656890845,8661,7651,181,270
2016,6,24,17,2.39,27.439,146.577282263,126.887417737,8255,7321,86,327
2016,6,24,18,1.89,26.01,41.3463787639,86.2159212361,7915,7041,24,313
2016,6,24,19,1.86,23.776,4.40361941368,22.5068805863,7719,6832,2,318
2016,6,24,20,2.09,22.455,0.000864142632887,0.0348358573671,7410,6696,0,405
2016,6,24,21,2.21,21.656,0,0,6926,6220,0,497
2016,6,24,22,2.27,20.963,0,0,6547,5881,0,550
2016,6,24,23,2.25,20.378,0,0,6094,5464,0,635
2016,6,25,0,2.2,19.849,0,0,5858,5253,0,514
2016,6,25,1,2.08,19.349,0,0,5713,5040,0,339
2016,6,25,2,1.99,18.895,0,0,5618,4968,0,435
2016,6,25,3,2.01,18.58,7.31964020679e-05,0.00352680359793,5900,5068,4,488
2016,6,25,4,2,18.609,1.40210505561,17.6034949444,6507,5494,41,387
2016,6,25,5,1.9,19.758,12.5168886195,81.7724113805,7215,6140,130,308
2016,6,25,6,2.1,21.166,46.6730367897,158.72696321,7708,6566,235,254
2016,6,25,7,2.61,22.888,102.01380783,225.22879217,7922,6878,329,392
2016,6,25,8,3.17,24.652,170.778252195,276.089247805,8081,6971,395,626
2016,6,25,9,3.57,25.663,251.637943897,307.587356103,8026,7034,433,927
2016,6,25,10,3.84,26.474,323.691151319,323.700648681,7780,6831,448,915
2016,6,25,11,3.94,27.063,326.303912627,345.775987373,7620,6660,432,925
2016,6,25,12,3.9,27.284,257.865177045,371.088622955,7521,6602,400,993
2016,6,25,13,3.83,27.158,171.520521159,372.657078841,7585,6614,364,1090
2016,6,25,14,3.66,26.961,108.967127722,341.888772278,7606,6637,304,1126
2016,6,25,15,3.42,26.536,58.4789841936,282.347215806,7754,6726,209,997
2016,6,25,16,3.08,25.874,27.3316793459,205.823220654,7454,6648,133,867
2016,6,25,17,2.59,24.836,12.2797056788,132.921194321,7122,6322,63,690
2016,6,25,18,2.03,23.406,3.61355446113,63.6122455389,7032,6186,16,819
2016,6,25,19,1.87,21.809,0.407430014609,12.6351699854,6859,6048,1,885
2016,6,25,20,1.96,20.682,0.000254559329958,0.02034544067,6581,5955,0,532
2016,6,25,21,2.16,19.897,0,0,6129,5527,0,822
2016,6,25,22,2.36,19.109,0,0,5876,5355,0,1517
2016,6,25,23,2.48,18.305,0,0,5582,5083,0,1543
2016,6,26,0,2.54,17.513,0,0,5428,4922,0,1517
2016,6,26,1,2.65,16.867,0,0,5139,4656,0,894
2016,6,26,2,3.03,16.312,0,0,5067,4524,0,430
2016,6,26,3,3.53,15.735,5.93908198523e-05,0.00294060918015,5120,4521,2,348
2016,6,26,4,3.66,15.222,0.816428072133,14.7948719279,5413,4700,25,363
2016,6,26,5,3.58,15.378,7.19369809494,72.2435019051,5921,5148,79,560
2016,6,26,6,3.73,16.019,30.9312927179,151.689607282,6389,5556,143,706
2016,6,26,7,3.97,17.197,93.5786441718,226.237755828,6650,5867,215,710
2016,6,26,8,3.96,18.722,180.44971454,274.01568546,6905,6011,261,499
2016,6,26,9,3.71,20.057,244.944340547,310.068559453,7087,6252,281,452
2016,6,26,10,3.44,20.982,269.662379663,341.777920337,6805,6118,298,429
2016,6,26,11,3.19,21.596,290.830409528,357.872890472,6612,5928,316,409
2016,6,26,12,2.95,21.957,272.162145087,365.909654913,6529,5821,315,360
2016,6,26,13,2.79,22.004,213.50461463,364.43358537,6531,5786,288,318
2016,6,26,14,2.76,21.73,136.780812757,341.347987243,6562,5812,240,330
2016,6,26,15,2.78,21.213,75.4357283627,288.020771637,6815,5975,175,209
2016,6,26,16,2.74,20.568,44.6253220436,223.641877956,6874,6046,118,191
2016,6,26,17,2.57,19.741,19.0961286506,146.074271349,6787,5979,61,209
2016,6,26,18,2.19,18.661,5.59777776676,72.1774222332,6800,5994,19,274
2016,6,26,19,1.74,17.145,0.569641255708,14.2866587443,6739,5925,2,399
2016,6,26,20,1.73,16.12,0.000360709580335,0.0251392904197,6549,5914,0,540
2016,6,26,21,1.68,15.649,0,0,6067,5488,0,599
2016,6,26,22,1.72,15.254,0,0,5860,5251,0,467
2016,6,26,23,1.95,14.88,0,0,5621,4994,0,401
2016,6,27,0,2.18,14.535,0,0,5529,4920,0,491
2016,6,27,1,2.27,14.178,0,0,5491,4810,0,584
2016,6,27,2,2.22,13.822,0,0,5782,4924,0,712
2016,6,27,3,2.25,13.431,4.59983262373e-05,0.00235400167376,6668,5525,2,889
2016,6,27,4,2.58,13.178,0.69637448129,13.8346255187,7978,6674,24,859
2016,6,27,5,3.04,13.424,5.12805123445,65.2662487655,9006,7665,71,884
2016,6,27,6,3.38,13.938,17.3542775827,136.156022417,9408,8159,130,1178
2016,6,27,7,3.68,14.611,37.5024254116,209.067274588,9499,8272,202,1339
2016,6,27,8,3.9,15.287,63.4543617824,274.961338218,9725,8412,270,1362
2016,6,27,9,4.18,15.919,99.0867025849,332.152497415,9737,8542,319,1456
2016,6,27,10,4.43,16.414,114.270141105,366.455158895,9436,8261,347,1528
2016,6,27,11,4.65,16.774,129.72610915,384.97939085,9291,8185,359,1594
2016,6,27,12,4.82,17.172,173.762461392,386.556938608,9183,8043,365,1391
2016,6,27,13,4.85,17.544,207.113122633,360.315677367,9068,7896,352,1499
2016,6,27,14,4.78,17.907,259.376953274,306.626446726,8998,7872,313,1486
2016,6,27,15,4.69,18.128,274.455621302,243.053178698,8936,7780,251,1397
2016,6,27,16,4.43,18.119,211.24787858,196.18802142,8659,7633,175,1171
2016,6,27,17,3.92,17.712,108.903998599,154.397301401,8164,7302,89,1180
2016,6,27,18,2.93,16.762,36.1241705202,94.5853294798,7920,7043,29,1071
2016,6,27,19,2.29,14.856,4.46950467049,24.6769953295,7634,6823,4,947
2016,6,27,20,2.3,13.399,0.00243946062834,0.0620605393717,7281,6592,0,640
2016,6,27,21,2.32,12.724,0,0,6643,6034,0,600
2016,6,27,22,2.35,12.145,0,0,6333,5689,0,747
2016,6,27,23,2.38,11.712,0,0,6014,5350,0,910
2016,6,28,0,2.37,11.317,0,0,5894,5221,0,880
2016,6,28,1,2.39,10.918,0,0,5774,5127,0,820
2016,6,28,2,2.46,10.669,0,0,5967,5270,0,918
2016,6,28,3,2.53,10.474,0.000146249941592,0.00325375005841,6731,5727,6,1017
2016,6,28,4,2.66,10.633,9.40178334737,20.6843166526,7959,6698,46,888
2016,6,28,5,2.81,12.311,84.413319707,66.484780293,8727,7496,139,589
2016,6,28,6,2.93,14.547,231.085911423,82.1331885769,8978,7809,246,434
2016,6,28,7,3.27,16.81,399.242207064,86.5965929356,9103,7866,348,434
2016,6,28,8,3.33,18.455,556.882004321,89.9485956793,9249,7984,428,467
2016,6,28,9,3.33,19.787,670.906434327,98.4349656728,9313,8128,479,502
2016,6,28,10,3.34,20.867,753.463804982,104.841195018,9061,7901,500,537
2016,6,28,11,3.36,21.675,785.59964437,112.20885563,8975,7846,496,517
2016,6,28,12,3.35,22.23,769.089094319,119.202605681,8889,7757,464,524
2016,6,28,13,3.31,22.514,703.684983178,125.877316822,8827,7709,422,484
2016,6,28,14,3.2,22.551,604.370237789,128.273662211,8670,7577,354,389
2016,6,28,15,3.03,22.374,489.985336026,121.859563974,8615,7524,273,277
2016,6,28,16,2.74,21.995,353.968455056,111.885144944,8445,7435,182,181
2016,6,28,17,2.33,21.37,214.992473043,95.6552269567,8106,7169,90,100
2016,6,28,18,1.63,20.297,89.9361375282,70.2100624718,7891,6993,28,72
2016,6,28,19,1.43,18.044,11.4585185242,23.3296814758,7643,6800,4,46
2016,6,28,20,1.53,16.846,0.00379037758433,0.0610096224157,7312,6600,0,36
2016,6,28,21,1.45,16.277,0,0,6701,6058,0,18
2016,6,28,22,1.44,15.622,0,0,6300,5703,0,10
2016,6,28,23,1.5,14.955,0,0,6078,5443,0,25
2016,6,29,0,1.55,14.492,0,0,5912,5284,0,35
2016,6,29,1,1.64,14.024,0,0,5735,5125,0,44
2016,6,29,2,1.74,13.615,0,0,5936,5250,0,42
2016,6,29,3,1.79,13.248,0.000108657138904,0.0025913428611,6670,5660,5,75
2016,6,29,4,1.81,13.182,9.7937414432,20.8250585568,7898,6620,40,116
2016,6,29,5,1.74,15.204,86.5272862584,66.7005137416,8688,7454,126,114
2016,6,29,6,1.99,17.362,228.89070338,84.9137966201,9060,7860,230,80
2016,6,29,7,2.43,19.809,383.580931936,95.2227680638,9161,7957,332,84
2016,6,29,8,2.6,21.723,530.736713677,102.489686323,9377,8111,419,109
2016,6,29,9,2.47,23.115,650.570324223,109.354475777,9377,8203,479,91
2016,6,29,10,2.18,24.21,731.474906331,116.582093669,9241,8078,508,59
2016,6,29,11,2.05,24.987,746.56874315,130.75415685,9239,8089,511,54
2016,6,29,12,2.17,25.409,700.707098562,149.340401438,9204,8038,492,64
2016,6,29,13,2.3,25.572,629.82531401,160.29758599,9225,8041,451,87
2016,6,29,14,2.36,25.437,511.557371533,171.271328467,9035,7934,383,76
2016,6,29,15,2.35,25.126,397.88921347,165.38878653,8990,7821,294,46
2016,6,29,16,2.18,24.617,274.157105394,150.198394606,8768,7702,190,19
2016,6,29,17,1.87,23.963,153.314341206,125.293658794,8350,7420,88,13
2016,6,29,18,1.39,22.778,45.9635445754,85.7220554246,8104,7189,25,15
2016,6,29,19,1.23,20.607,4.05906313055,21.5806368694,7860,6948,2,31
2016,6,29,20,1.33,19.423,0.00116801684417,0.0369319831558,7482,6784,0,68
2016,6,29,21,1.37,18.754,0,0,6903,6206,0,102
2016,6,29,22,1.45,18.094,0,0,6516,5865,0,137
2016,6,29,23,1.61,17.521,0,0,6199,5520,0,106
2016,6,30,0,1.77,16.954,0,0,6049,5372,0,93
2016,6,30,1,1.86,16.484,0,0,5885,5205,0,76
2016,6,30,2,1.9,16.094,0,0,6126,5325,0,108
2016,6,30,3,1.92,15.801,3.59490125661e-05,0.00146405098743,6850,5843,3,132
2016,6,30,4,1.85,15.796,2.29685522521,18.9227447748,8137,6813,36,173
2016,6,30,5,1.83,17.25,20.6921588295,85.2933411705,9001,7706,105,152
2016,6,30,6,1.93,18.513,72.0668488654,154.407551135,9315,8088,197,102
2016,6,30,7,2.17,20.42,157.585861043,206.300238957,9413,8196,291,244
2016,6,30,8,2.81,22.465,242.453804496,245.427595504,9660,8357,369,503
2016,6,30,9,3.2,23.56,308.356092797,278.039007203,9690,8503,420,642
2016,6,30,10,3.45,24.29,355.726806084,300.581393916,9479,8314,443,734
2016,6,30,11,3.56,24.879,404.387615921,304.585384079,9407,8289,443,802
2016,6,30,12,3.53,25.154,383.893600276,314.642599724,9343,8210,419,763
2016,6,30,13,3.36,25.103,304.10521228,326.66808772,9272,8132,366,592
2016,6,30,14,3.1,24.764,201.470411543,323.419188457,9124,7997,284,443
2016,6,30,15,2.75,24.161,97.1053252125,286.605674788,9211,8020,211,404
2016,6,30,16,2.31,23.289,41.5462667242,215.741033276,8950,7945,129,404
2016,6,30,17,1.89,22.311,16.8452513254,138.924448675,8596,7605,62,295
2016,6,30,18,1.38,20.971,4.97168527868,67.7174147213,8303,7396,18,395
2016,6,30,19,1.27,19.139,0.549428570443,13.4661714296,7887,7052,1,675
2016,6,30,20,1.59,17.998,0.000462165420018,0.02533783458,7521,6780,0,515
2016,6,30,21,1.9,17.443,0,0,6889,6254,0,380
2016,6,30,22,2.06,16.907,0,0,6443,5831,0,204
2016,6,30,23,1.96,16.474,0,0,6134,5478,0,253
2016,7,1,0,1.85,16.142,0,0,5975,5319,0,321
2016,7,1,1,1.81,15.922,0,0,5855,5174,0,291
2016,7,1,2,1.8,15.692,0,0,6081,5243,0,277
2016,7,1,3,1.81,15.427,1.20558923328e-05,0.000587944107667,6819,5718,2,318
2016,7,1,4,1.81,15.343,1.17833909039,14.6854609096,8062,6717,26,260
2016,7,1,5,1.89,16.195,15.1959649154,78.2102350846,8901,7629,84,174
2016,7,1,6,1.89,17.83,72.986362482,148.376637518,9206,8006,160,152
2016,7,1,7,1.94,19.832,170.323918421,193.268081579,9314,8104,243,118
2016,7,1,8,1.98,21.176,260.936092603,225.840307397,9460,8198,322,90
2016,7,1,9,1.93,22.303,381.358830454,233.703969546,9458,8282,385,46
2016,7,1,10,1.8,23.377,502.553567635,222.143832365,9172,8059,422,47
2016,7,1,11,1.64,24.318,600.741325883,202.047774117,9082,7940,446,61
2016,7,1,12,1.55,24.881,604.038785981,200.695814019,8829,7788,449,38
2016,7,1,13,1.48,25.117,554.269299542,202.039700458,8752,7675,422,32
2016,7,1,14,1.41,25.119,475.960890607,196.448509393,8696,7586,366,42
2016,7,1,15,1.31,24.908,370.843710277,184.934089723,8633,7537,285,21
2016,7,1,16,1.18,24.563,260.384588845,162.199811155,8417,7426,190,10
2016,7,1,17,1.08,24.181,154.185761588,128.814638412,7995,7102,92,6
2016,7,1,18,1.1,23.174,55.2396857324,85.9801142676,7650,6804,27,20
2016,7,1,19,1.33,20.934,5.63917350039,23.0808264996,7569,6683,3,75
2016,7,1,20,1.71,19.357,0.00130584753151,0.0376941524685,7214,6523,0,182
2016,7,1,21,1.85,18.556,0,0,6642,6039,0,210
2016,7,1,22,1.9,17.951,0,0,6239,5704,0,192
2016,7,1,23,1.88,17.467,0,0,5924,5358,0,221
2016,7,2,0,1.88,17.017,0,0,5736,5193,0,217
2016,7,2,1,1.85,16.636,0,0,5484,4973,0,97
2016,7,2,2,1.83,16.282,0,0,5507,4908,0,74
2016,7,2,3,1.77,16.011,2.68058677729e-05,0.000773194132227,5726,4994,3,99
2016,7,2,4,1.66,16.055,5.6259820167,20.5792179833,6272,5426,37,119
2016,7,2,5,1.54,17.73,53.1939360294,80.5925639706,6996,6023,118,120
2016,7,2,6,1.74,19.517,162.137125024,118.335774976,7514,6522,209,127
2016,7,2,7,2.43,22.026,310.178475072,133.633024928,7705,6709,299,235
2016,7,2,8,2.74,23.785,448.720362952,144.421037048,7838,6846,379,399
2016,7,2,9,2.88,24.999,558.852724956,154.710075044,7844,6909,433,475
2016,7,2,10,2.94,26.07,657.542800467,155.514199533,7581,6670,461,478
2016,7,2,11,2.98,26.649,673.682301353,170.358398647,7426,6539,459,492
2016,7,2,12,3.13,26.873,621.535536157,193.965263843,7378,6468,429,492
2016,7,2,13,3.31,26.728,523.255600173,217.894099827,7455,6550,358,419
2016,7,2,14,3.42,26.276,380.307809757,242.095590243,7496,6567,284,364
2016,7,2,15,3.38,25.552,205.896495749,255.021304251,7577,6634,211,265
2016,7,2,16,3.11,24.482,91.6287206975,220.660179303,7298,6517,130,270
2016,7,2,17,2.61,23.195,23.0818702302,141.37812977,7026,6218,57,488
2016,7,2,18,2.23,21.529,4.32993464307,61.3925653569,7000,6164,16,1102
2016,7,2,19,2.21,19.782,0.428983586,11.315516414,6761,6044,2,1394
2016,7,2,20,2.64,18.374,0.000221563653717,0.0138784363463,6445,5904,0,813
2016,7,2,21,3.2,17.169,0,0,6083,5473,0,1078
2016,7,2,22,3.96,16.156,0,0,5709,5236,0,1655
2016,7,2,23,4.51,15.232,0,0,5384,4925,0,1847
2016,7,3,0,4.89,14.337,0,0,5229,4753,0,1722
2016,7,3,1,4.54,13.624,0,0,5027,4525,0,1688
2016,7,3,2,4,13.115,0,0,4998,4423,0,1748
2016,7,3,3,3.58,12.711,1.24707266254e-06,9.87529273375e-05,4990,4376,3,1639
2016,7,3,4,3.37,12.398,0.615854509525,11.9953454905,5229,4532,33,1597
2016,7,3,5,3.43,12.59,7.90405551092,70.3213444891,5798,4974,102,1541
2016,7,3,6,3.7,13.131,36.5816979674,149.750902033,6153,5315,179,1435
2016,7,3,7,3.94,13.902,73.3321035816,217.125596418,6488,5623,259,1232
2016,7,3,8,4.04,14.835,119.576922128,275.020677872,6753,5867,337,952
2016,7,3,9,3.92,15.878,188.68070553,314.99999447,6864,6081,383,729
2016,7,3,10,3.72,16.864,271.934933495,329.512566505,6628,5921,416,540
2016,7,3,11,3.53,17.743,343.381884895,324.427515105,6463,5691,432,450
2016,7,3,12,3.39,18.477,383.086582053,309.277717947,6221,5514,419,411
2016,7,3,13,3.33,18.964,375.733177817,289.699922183,6158,5406,380,388
2016,7,3,14,3.34,19.263,386.014931122,246.238468878,6199,5436,312,396
2016,7,3,15,3.38,19.189,312.078555916,218.016444084,6395,5576,231,385
2016,7,3,16,3.36,18.848,219.67693255,185.00456745,6546,5696,157,407
2016,7,3,17,3.19,18.264,128.634870647,142.414129353,6502,5660,80,485
2016,7,3,18,2.44,17.236,44.9212937219,89.8621062781,6607,5753,25,660
2016,7,3,19,1.73,15.192,4.69103620909,22.6812637909,6593,5794,3,821
2016,7,3,20,1.86,13.809,0.00113464167591,0.0330653583241,6414,5787,0,694
2016,7,3,21,1.96,13.243,0,0,5954,5365,0,697
2016,7,3,22,2,12.789,0,0,5672,5113,0,671
2016,7,3,23,2.04,12.392,0,0,5436,4866,0,675
2016,7,4,0,2.02,12.01,0,0,5295,4740,0,520
2016,7,4,1,1.95,11.641,0,0,5227,4614,0,459
2016,7,4,2,1.88,11.266,0,0,5424,4804,0,416
2016,7,4,3,1.83,10.922,6.3963044718e-06,0.000193603695528,6318,5324,4,281
2016,7,4,4,1.77,11.063,9.13084801493,19.4391519851,7578,6324,41,210
2016,7,4,5,1.81,12.778,86.3202699569,64.9834300431,8484,7252,130,97
2016,7,4,6,1.67,15.117,233.866779861,81.5960201386,8813,7656,235,49
2016,7,4,7,1.56,16.992,379.931609286,95.6741907139,8903,7739,335,27
2016,7,4,8,1.6,18.454,516.951859133,107.895640867,9159,7919,422,42
2016,7,4,9,1.65,19.67,595.643309272,130.670190728,9307,8086,476,76
2016,7,4,10,1.67,20.62,635.068112313,154.411687687,9040,7910,509,73
2016,7,4,11,1.72,21.342,639.907420179,173.164279821,8973,7859,513,55
2016,7,4,12,1.82,21.882,648.446882198,172.591817802,8891,7764,494,43
2016,7,4,13,1.91,22.16,575.720385174,183.190714826,8727,7652,450,43
2016,7,4,14,1.96,22.176,474.140416004,188.352683996,8579,7544,378,32
2016,7,4,15,1.94,21.924,352.809642441,184.603157559,8604,7476,289,24
2016,7,4,16,1.79,21.497,242.922576221,163.297423779,8521,7479,192,13
2016,7,4,17,1.54,20.883,131.373158884,132.090441116,8196,7255,96,10
2016,7,4,18,1.16,20.039,45.5888803419,84.1984196581,7868,7005,29,14
2016,7,4,19,1.08,18.258,4.97901089013,21.2587891099,7658,6815,3,16
2016,7,4,20,1.34,16.991,0.00163820529123,0.0326617947088,7159,6568,0,17
2016,7,4,21,1.52,16.126,0,0,6575,5969,0,38
2016,7,4,22,1.66,15.364,0,0,6183,5585,0,61
2016,7,4,23,1.77,14.745,0,0,5881,5272,0,70
2016,7,5,0,1.84,14.204,0,0,5750,5128,0,82
2016,7,5,1,1.88,13.735,0,0,5642,4958,0,81
2016,7,5,2,1.9,13.306,0,0,5838,5054,0,104
2016,7,5,3,1.93,12.969,2.71491349104e-06,9.7285086509e-05,6607,5529,4,146
2016,7,5,4,1.84,12.987,5.98515084095,19.531049159,7840,6591,38,176
2016,7,5,5,1.86,14.874,62.9381643096,75.6886356904,8611,7407,119,173
2016,7,5,6,2.03,16.848,198.882148462,100.227151538,9091,7864,212,131
2016,7,5,7,2.45,19.33,368.995100092,105.118099908,9092,7919,301,197
2016,7,5,8,2.55,21.282,531.895655407,107.051144593,9275,8013,371,269
2016,7,5,9,2.7,22.703,647.490569143,116.562530857,9355,8149,423,235
2016,7,5,10,2.75,23.758,700.000760181,135.172339819,9183,8015,449,201
2016,7,5,11,2.73,24.454,694.300488798,159.613911202,9155,8022,441,165
2016,7,5,12,2.67,24.785,610.889461967,197.269138033,9109,7951,411,115
2016,7,5,13,2.61,24.751,448.284399015,249.782700985,9041,7916,371,120
2016,7,5,14,2.56,24.411,262.596751257,287.711148743,8998,7882,309,186
2016,7,5,15,2.47,23.88,124.615455378,272.743244622,8944,7849,239,456
2016,7,5,16,2.39,23.174,55.9862495425,213.033850458,8723,7719,161,339
2016,7,5,17,2.2,22.313,24.570257542,142.224842458,8314,7400,79,308
2016,7,5,18,1.72,20.872,6.58667672297,68.438923277,7938,7068,23,361
2016,7,5,19,1.87,19.05,0.692431159514,13.1831688405,7642,6860,2,475
2016,7,5,20,2.27,18.033,0.000627014403159,0.0211729855968,7288,6609,0,451
2016,7,5,21,2.65,17.471,0,0,6711,6062,0,454
2016,7,5,22,2.87,16.974,0,0,6332,5729,0,508
2016,7,5,23,2.97,16.507,0,0,6071,5396,0,768
2016,7,6,0,3.01,15.963,0,0,5960,5323,0,1387
2016,7,6,1,3.14,15.454,0,0,5883,5274,0,1465
2016,7,6,2,3.26,14.906,0,0,6103,5308,0,1651
2016,7,6,3,3.22,14.296,5.03653360602e-06,9.4963466394e-05,6813,5858,3,1378
2016,7,6,4,3.14,13.997,4.16005485291,17.8846451471,7937,6655,32,1273
2016,7,6,5,3.34,14.927,48.6535794474,77.5249205526,8647,7487,107,1240
2016,7,6,6,4.02,16.187,150.651097991,117.126802009,9061,7889,198,1320
2016,7,6,7,4.7,17.33,280.661008602,138.911991398,9282,8083,292,1498
2016,7,6,8,5.12,18.408,422.455311973,147.217888027,9321,8196,368,1537
2016,7,6,9,5.48,19.51,564.918631023,144.064468977,9341,8247,403,1361
2016,7,6,10,5.68,20.419,661.359358795,143.821841205,9050,7942,414,1254
2016,7,6,11,5.74,21.035,717.755310224,141.902889776,9048,7931,425,1426
2016,7,6,12,5.74,21.442,734.71496157,136.72083843,9000,7918,425,1624
2016,7,6,13,5.68,21.576,681.206208099,139.670191901,8934,7826,405,1667
2016,7,6,14,5.55,21.376,540.029538541,160.007661459,8714,7743,358,1631
2016,7,6,15,5.35,20.853,348.663224655,185.904575345,8631,7555,281,1483
2016,7,6,16,5.01,20.222,210.756931537,174.607868463,8457,7465,188,1285
2016,7,6,17,4.55,19.348,140.456195122,128.321804878,7995,7129,93,1085
2016,7,6,18,3.69,18.064,58.1799092777,80.6034907223,7673,6828,28,948
2016,7,6,19,2.62,15.842,6.11651355019,20.9793864498,7561,6744,3,916
2016,7,6,20,2.4,14.191,0.00106814970813,0.0235318502919,7167,6535,0,795
2016,7,6,21,2.3,13.36,0,0,6591,5971,0,597
2016,7,6,22,2.32,12.696,0,0,6187,5620,0,529
2016,7,6,23,2.42,12.197,0,0,5926,5314,0,520
2016,7,7,0,2.44,11.719,0,0,5805,5156,0,540
2016,7,7,1,2.38,11.316,0,0,5706,5042,0,656
2016,7,7,2,2.33,11.043,0,0,5952,5146,0,772
2016,7,7,3,2.24,10.82,0,0,6633,5606,4,760
2016,7,7,4,2.15,10.959,4.63486989782,17.5066301022,7807,6536,38,647
2016,7,7,5,2.14,12.447,54.6420247504,73.7574752496,8683,7420,120,322
2016,7,7,6,2.18,14.787,193.895127372,96.5267726281,9026,7828,217,215
2016,7,7,7,2.37,16.667,352.47987375,103.71162625,8971,7819,316,194
2016,7,7,8,2.57,18.122,544.221797757,94.023802243,9287,7969,401,260
2016,7,7,9,2.8,19.429,689.29124434,91.9353556602,9326,8147,459,358
2016,7,7,10,2.89,20.508,774.786142496,97.1298575044,9165,7971,492,415
2016,7,7,11,2.93,21.345,809.453764465,103.943735535,9122,7983,496,432
2016,7,7,12,2.95,21.911,786.383142671,112.382157329,9024,7892,477,384
2016,7,7,13,2.95,22.263,740.111220187,112.622379813,8916,7804,433,318
2016,7,7,14,2.92,22.309,625.798373677,119.505926323,8752,7701,367,279
2016,7,7,15,2.86,22.04,483.141462498,123.920237502,8659,7591,286,207
2016,7,7,16,2.69,21.533,318.863801876,125.366698124,8534,7526,192,139
2016,7,7,17,2.39,20.813,176.633774144,109.790125856,8228,7281,94,60
2016,7,7,18,1.63,19.625,67.5770919367,75.4187080633,7982,7088,28,15
2016,7,7,19,1.37,17.444,7.21592060229,20.4470793977,7735,6891,3,2
2016,7,7,20,1.33,16.511,0.00104704790219,0.0207529520978,7424,6733,0,3
2016,7,7,21,1.34,15.936,0,0,6800,6155,0,14
2016,7,7,22,1.47,15.208,0,0,6337,5744,0,30
2016,7,7,23,1.62,14.581,0,0,5997,5357,0,28
2016,7,8,0,1.72,14.004,0,0,5867,5208,0,24
2016,7,8,1,1.75,13.54,0,0,5839,5108,0,21
2016,7,8,2,1.74,13.147,0,0,6018,5225,0,45
2016,7,8,3,1.7,12.839,0,0,6718,5656,3,69
2016,7,8,4,1.56,12.764,7.55470960015,18.0479903998,7842,6580,34,85
2016,7,8,5,1.34,14.491,78.468738593,66.619661407,8661,7427,108,63
2016,7,8,6,1.42,16.805,215.224438865,88.3563611353,8986,7792,201,41
2016,7,8,7,1.78,19.351,375.534523932,97.540876068,9108,7911,304,76
2016,7,8,8,1.99,21.228,516.240792317,107.878107683,9296,8040,391,140
2016,7,8,9,2.16,22.601,622.373243748,120.992656252,9327,8132,452,246
2016,7,8,10,2.4,23.719,666.519451781,142.186348219,9012,7906,480,310
2016,7,8,11,2.5,24.578,681.327781561,158.088518439,8928,7853,494,306
2016,7,8,12,2.46,25.115,645.516742796,174.090057204,8771,7698,475,286
2016,7,8,13,2.36,25.364,576.988032604,182.641867396,8668,7612,426,302
2016,7,8,14,2.3,25.45,529.582839806,165.248560194,8641,7574,355,285
2016,7,8,15,2.28,25.239,417.378389869,157.686910131,8541,7502,264,239
2016,7,8,16,2.2,24.771,243.604892653,164.432007347,8416,7416,167,248
2016,7,8,17,1.98,23.911,70.2543551624,148.663144838,7970,7107,79,305
2016,7,8,18,1.56,22.164,9.98562368854,71.1404763115,7648,6818,22,312
2016,7,8,19,1.75,20.22,1.73495927535,16.7166407246,7387,6625,2,372
2016,7,8,20,2.11,18.828,0.000589696550464,0.0153103034495,7135,6445,0,294
2016,7,8,21,2.3,17.931,0,0,6577,5956,0,272
2016,7,8,22,2.45,17.225,0,0,6246,5627,0,309
2016,7,8,23,2.56,16.708,0,0,5908,5372,0,416
2016,7,9,0,2.57,16.409,0,0,5796,5205,0,632
2016,7,9,1,2.7,16.19,0,0,5652,5074,0,1053
2016,7,9,2,2.89,16.051,0,0,5604,4972,0,1080
2016,7,9,3,2.92,15.795,0,0,5824,5087,2,951
2016,7,9,4,2.8,15.696,1.93222386023,15.0258761398,6312,5426,29,1119
2016,7,9,5,2.87,16.693,19.249447872,76.668252128,6996,5981,103,1174
2016,7,9,6,3.09,18.067,77.4808225948,142.077277405,7508,6437,197,1001
2016,7,9,7,3.73,19.478,180.410302031,183.265897969,7704,6674,301,792
2016,7,9,8,3.98,20.617,304.532791706,201.316508294,7828,6785,391,865
2016,7,9,9,4.13,21.826,473.86905845,187.83344155,7922,6943,459,731
2016,7,9,10,4.28,22.83,566.860446937,187.212553063,7629,6791,489,895
2016,7,9,11,4.42,23.609,633.552218306,180.776781694,7368,6554,486,916
2016,7,9,12,4.58,24.141,648.653796713,176.011903287,7265,6397,468,1020
2016,7,9,13,4.63,24.351,581.352039989,183.424560011,7217,6354,421,1153
2016,7,9,14,4.59,24.366,512.923834222,173.382465778,7188,6273,356,1020
2016,7,9,15,4.48,24.155,431.914691828,151.917708172,7234,6280,276,834
